result,anomaly_score,detect_confidence,unit_id,unit_type,serial,model,qrcode,region,site_num,visit_num,uar_link,photo_url,photo_description,completed_time
BAD,0.012873,0.9518,235471,Ice Machine,P00637b,Km-1601mrjz,QRSF62817,Olive Garden,1375,5.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87928/133949760,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1375/Visit/5/QRSF62817/field_424_photo.jpg?42605,Ice machine components Re-Assembled,2025-09-08 00:00:00
BAD,0.013247,0.9422,235371,Ice Machine,N30575L,KM1601MRJZ,QRS216715,Olive Garden,1174,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90177/137283072,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1174/Visit/2/QRS216715/field_424_photo.jpg,Ice machine components Re-Assembled,2026-02-05 00:00:00
BAD,0.013261,0.9392,232604,Ice Machine,P30434G,KM-1900SRJZ3,QRSF62600,LONGHORNSTEAKHOUSE,5693,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88269/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5693/Visit/3/QRSF62600/field_442_photo.jpg,Last Error Code Log,2025-10-24 00:00:00
BAD,0.013371,0.8633,235073,Ice Machine,Q00194D,Kmh2100sd,QRSF62419,Olive Garden,6510,5.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88168/134196672,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6510/Visit/5/QRSF62419/field_424_photo.jpg?72007,Ice machine components Re-Assembled,2025-09-22 00:00:00
BAD,0.013915,0.9281,235586,Ice Machine,Q00834A,KM-1601MRJZ,QRSF62413,Olive Garden,1610,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90328/137529984,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1610/Visit/2/QRSF62413/field_282_photo.jpg?29587,Ice Machine Cleaned and Disassembled,2026-03-19 00:00:00
BAD,0.013961,0.9852,230644,Ice Machine,P20354E,KM-1601MRJZ3,QRSF56007,Olive Garden Indiana,1022,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88100/134196672,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1022/Visit/2/QRSF56007/field_46_photo.jpg?13755,New Ice DROP # 1,2025-09-09 00:00:00
BAD,0.014141,0.9492,181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,20.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84140/128147328,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/20/QRSF52327/field_47_photo.jpg?21640,Secured Unit,2025-06-23 00:00:00
BAD,0.014154,0.9428,182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/58977/898389312,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5611/Visit/4/QRSF58780/field_17_photo.jpg,Ice Machine Components In Cleaner,2023-06-06 00:00:00
BAD,0.014271,0.8883,210912,Ice Machine,N00153K,KMH2100SRJZ3,QRS216705,Hoshizaki - Indiana,6510,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/77137/1175054208,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6510/Visit/2/QRS216705/field_282_photo.jpg?26537,Ice Machine Cleaned and Disassembled in cleaner,2024-12-02 00:00:00
BAD,0.014322,0.9536,235073,Ice Machine,Q00194D,Kmh2100sd,QRSF62419,Olive Garden,6510,5.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88168/134196672,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6510/Visit/5/QRSF62419/field_46_photo.jpg,New Ice DROP # 1,2025-09-22 00:00:00
BAD,0.014324,0.9869,194675,Ice Machine,N00076J,KMH-2100SRJZ3,QRS191518,Olive Garden,6498,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88333/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6498/Visit/3/QRS191518/field_424_photo.jpg?29307,Ice machine components Re-Assembled,2025-10-20 00:00:00
BAD,0.01434,0.8894,235073,Ice Machine,Q00194D,Kmh2100sd,QRSF62419,Olive Garden,6510,5.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88168/134196672,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6510/Visit/5/QRSF62419/field_388_photo.jpg?11635,Ice thickness probe position after adjustment,2025-09-22 00:00:00
BAD,0.014442,0.9004,236307,Ice Machine,P00892A,Kms-2000MLJ,QRSF51649,Maggiano's,182,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88913/135431232,https://storage.googleapis.com/filtrex_main_site//rebuild/Brinker/182/Visit/1/QRSF51649/field_160_photo.jpg?70273,No water leaks,2025-11-11 00:00:00
BAD,0.014528,0.8817,222079,Ice Machine,P21320E,KM-2600SRJ23,QRSF72068,Olive Garden,6509,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84371/128517696,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6509/Visit/2/QRSF72068/field_17_photo.jpg?19205,Before cleaning,2025-06-10 00:00:00
BAD,0.014645,0.9399,235424,Ice Machine,Q10421D,KM-1601MRJZ3,QRSF51804,CHEDDARS,2020,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90841/138270720,https://storage.googleapis.com/filtrex_main_site//rebuild/Cheddars/2020/Visit/2/QRSF51804/field_282_photo.jpg?1550,Ice Machine Cleaned and Disassembled,2026-03-02 00:00:00
BAD,0.014763,0.9275,233558,Ice Machine,P41544L YON:2524,KM-2800SRJZ3,QRSF62803,Olive Garden,6518,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90575/137900352,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6518/Visit/3/QRSF62803/field_282_photo.jpg?596,Ice Machine Cleaned and Disassembled,2026-03-21 00:00:00
BAD,0.014805,0.9229,230243,Ice Machine,P41481J,KM-2600SRJZ3,QRSF64810,Olive Garden,6523,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87193/132715200,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6523/Visit/2/QRSF64810/field_442_photo.jpg?80447,Last Error Code Log,2025-09-02 00:00:00
BAD,0.014937,0.9824,233558,Ice Machine,P41544L YON:2524,KM-2800SRJZ3,QRSF62803,Olive Garden,6518,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86685/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6518/Visit/1/QRSF62803/field_228_photo.jpg,Cube Separator And Guide Mounting,2025-08-12 00:00:00
BAD,0.015328,0.9329,235882,Ice Machine,Q01589A-YOM,KM-2600SRJZ3,QRSF72105,LONGHORNSTEAKHOUSE,5011,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86844/132221376,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5011/Visit/1/QRSF72105/field_228_photo.jpg?73465,Cube Separator And Guide Mounting,2025-09-26 00:00:00
BAD,0.015387,0.9764,224461,Ice Machine,P31516k,Km-2600srjz3,QRS198039,Olive Garden,6520,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86136/131110272,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6520/Visit/2/QRS198039/field_368_photo.jpg?17954,Components not in cleaning solution,2025-07-23 00:00:00
BAD,0.015574,0.8734,235233,Ice Machine,Q11832F,KM-2600SRJZ3,QRC235132,Olive Garden,4475,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90214/137406528,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/4475/Visit/2/QRC235132/field_45_photo.jpg?85163,Evap. After Cleaning,2026-02-16 00:00:00
BAD,0.015694,0.9136,209143,Ice Machine,N10947k,Km-2600srjz3,QRSTemp52924,Hoshizaki - Oklahoma,6503,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/71147/1083820224,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6503/Visit/1/QRSTemp52924/field_228_photo.jpg,Cube Separator And Guide Mounting,2024-05-29 00:00:00
BAD,0.015793,0.9877,220986,Ice Machine,P21327E,KM-2600SRJZ3,QRS227763,Olive Garden,6509,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84371/128517696,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6509/Visit/2/QRS227763/field_424_photo.jpg?45559,Ice machine components Re-Assembled,2025-06-10 00:00:00
BAD,0.01592,0.8954,201830,Ice Machine,P01135C,KM-1301SRJZ,QRS199245,CG-Michigan,8004,5.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88902/135431232,https://storage.googleapis.com/filtrex_main_site//rebuild/Capital-Grille/8004/Visit/5/QRS199245/field_18_photo.jpg,Ice Machine thickness probe area wiped down,2025-11-10 00:00:00
BAD,0.016041,0.9759,181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/42926/653946432,https://storage.googleapis.com/filtrex_main_site/Longhorn/imgs/5311.01_35780033804_vaddp3.jpg,INSIDE UNIT AFTER CLEANING,2022-12-06 00:00:00
BAD,0.016063,0.9664,235418,Ice Machine,Q21894G,KM-2600SRJZ3,QRSF51786,Olive Garden,6423,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90840/138270720,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6423/Visit/2/QRSF51786/field_442_photo.jpg?28931,Last Error Code Log / no applicable,2026-03-17 00:00:00
BAD,0.016099,0.9281,243561,Ice Machine,P20756F,KM-1601MRJZ,QRS162455,Olive Garden Pennsylvania,1334,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90212/137406528,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1334/Visit/2/QRS162455/field_282_photo.jpg?83689,Ice Machine Cleaned and Disassembled,2026-02-14 00:00:00
BAD,0.016334,0.982,230251,Ice Machine,P4148J,KM-2600SRJZ3,QRSF64809,Olive Garden,6523,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87193/132715200,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6523/Visit/2/QRSF64809/field_424_photo.jpg?19837,Ice machine components Re-Assembled,2025-09-02 00:00:00
BAD,0.016452,0.9097,233558,Ice Machine,P41544L YON:2524,KM-2800SRJZ3,QRSF62803,Olive Garden,6518,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90575/137900352,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6518/Visit/3/QRSF62803/field_442_photo.jpg?25901,No Error codes,2026-03-21 00:00:00
BAD,0.016514,0.8905,234085,Ice Machine,P31496K YOM:2024,KM-2600SRJZ3,QRC235230,Olive Garden,6519,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88291/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6519/Visit/3/QRC235230/field_388_photo.jpg?55918,Ice thickness probe position after adjustment,2025-10-02 00:00:00
BAD,0.016541,0.9404,224461,Ice Machine,P31516k,Km-2600srjz3,QRS198039,Olive Garden,6520,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86136/131110272,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6520/Visit/2/QRS198039/field_424_photo.jpg?58289,Ice machine components Re-Assembled,2025-07-23 00:00:00
BAD,0.016653,0.8663,194216,Ice Machine,N00631f,Km-2600srj23,QRS214192,Hoshizaki - Arkansas,6497,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/77710/1183819584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6497/Visit/2/QRS214192/field_45_photo.jpg?63211,Unable to remove top cover for cleaning,2024-12-03 00:00:00
BAD,0.016841,0.9564,235993,Ice Machine,Q21922H,KM-2600SRJZ3,QRSF61590,Olive Garden,6406,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88334/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6406/Visit/1/QRSF61590/field_228_photo.jpg,Cube Separator And Guide Mounting,2025-10-09 00:00:00
BAD,0.01743,0.9305,182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/52333/797155392,https://storage.googleapis.com/dev_customer_images//rebuild/Longhorn/5611/Visit/3/QRSF58780/field_17_photo.jpg,Ice Machine Components In Cleaner,2023-04-24 00:00:00
BAD,0.017603,0.9546,182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,13.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/72828/1109375616,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5611/Visit/13/QRSF58780/field_313_photo.jpg?70242,Before evap cleaning,2024-08-13 00:00:00
BAD,0.01765,0.9821,235238,Ice Machine,Q10905e yom:2025,Km-1601mrjz,QRSF62849,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62849/field_424_photo.jpg?27613,Ice machine components Re-Assembled,2026-02-28 00:00:00
BAD,0.018125,0.8789,194646,Ice Machine,N10185J,KM-1900SRJZ3,QRS215669,Hoshizaki - Virginia,5678,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/71989/1096659648,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/5678/Visit/1/QRS215669/field_4_photo.jpg?70477,Drop Zone Wiped Down,2024-07-09 00:00:00
BAD,0.018178,0.9256,220119,Ice Machine,N30491K,KM-1601MRJZ,QRS229900,Olive Garden,1375,5.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87928/133949760,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1375/Visit/5/QRS229900/field_388_photo.jpg?29535,No Ice thickness probe,2025-09-08 00:00:00
BAD,0.018291,0.8947,236308,Ice Machine,P00894A,KMS-2000MLJ,QRSF51648,Maggiano's,182,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88913/135431232,https://storage.googleapis.com/filtrex_main_site//rebuild/Brinker/182/Visit/1/QRSF51648/field_181_photo.jpg?19420,No leaks,2025-11-11 00:00:00
BAD,0.018432,0.9183,182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,15.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75789/1154560512,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5611/Visit/15/QRSF58780/field_18_photo.jpg?60492,Ice Machine Hose,2024-10-16 00:00:00
BAD,0.018832,0.9876,181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,9.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/65019/990487488,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/9/QRSF52327/field_47_photo.jpg?24997,Secured Unit,2023-12-19 00:00:00
BAD,0.018847,0.9907,194648,Ice Machine,N000094J,KMH-2100SRJZ3,QRSF77654,Hoshizaki - North Carolina,3066,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80452/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Bahama-Breeze/3066/Visit/2/QRSF77654/field_282_photo.jpg?79804,Ice Machine Cleaned and Disassembled,2025-02-19 00:00:00
BAD,0.018869,0.9784,194483,Ice Machine,N00490B,KM-2600SRJZ3,QRS214826,Olive Garden,6494,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86134/131110272,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6494/Visit/3/QRS214826/field_388_photo.jpg?70443,No Ice thickness probe,2025-07-07 00:00:00
BAD,0.019227,0.9431,220119,Ice Machine,N30491K,KM-1601MRJZ,QRS229900,Olive Garden,1375,5.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87928/133949760,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1375/Visit/5/QRS229900/field_282_photo.jpg?14613,Ice Machine Cleaned and Disassembled,2025-09-08 00:00:00
BAD,0.019258,0.9405,235073,Ice Machine,Q00194D,Kmh2100sd,QRSF62419,Olive Garden,6510,5.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88168/134196672,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6510/Visit/5/QRSF62419/field_219_photo.jpg?55405,Air filter rinsing,2025-09-22 00:00:00
BAD,0.01929,0.9616,194647,Ice Machine,N00092J,KMH-2100SRJZ3,QRSF77655,Hoshizaki - North Carolina,3066,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74559/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/3066/Visit/1/QRSF77655/field_313_photo.jpg?29821,Before evap cleaning,2024-08-28 00:00:00
BAD,0.019414,0.8696,181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,19.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75437/1149128448,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/19/QRSF74330/field_17_photo.jpg?34872,Before cleaning,2024-10-22 00:00:00
BAD,0.019483,0.9161,194466,Ice Machine,N00038A,KMH-2100SRJZ3,QRS215635,Hoshizaki - Pennsylvania,6489,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/71988/1096659648,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6489/Visit/2/QRS215635/field_282_photo.jpg?20634,Ice Machine Cleaned and Disassembled,2024-07-08 00:00:00
BAD,0.019514,0.9117,182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,15.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75789/1154560512,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5611/Visit/15/QRSF58780/field_282_photo.jpg?96530,Ice Machine Cleaned and Disassembled in cleaner,2024-10-16 00:00:00
BAD,0.019732,0.9963,220986,Ice Machine,P21327E,KM-2600SRJZ3,QRS227763,Olive Garden,6509,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84371/128517696,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6509/Visit/2/QRS227763/field_45_photo.jpg?43936,Cant remove top to get a clear pic of the evap,2025-06-10 00:00:00
BAD,0.019883,0.9377,230251,Ice Machine,P4148J,KM-2600SRJZ3,QRSF64809,Olive Garden,6523,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87193/132715200,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6523/Visit/2/QRSF64809/field_442_photo.jpg?13898,Last Error Code Log,2025-09-02 00:00:00
BAD,0.02032,0.8535,234092,Ice Machine,P31505K YOM:2024,KM-2600SRJZ3,QRC235229,Olive Garden,6519,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90846/138394176,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6519/Visit/4/QRC235229/field_442_photo.jpg,"Last Error Code Log, not applicable",2026-03-19 00:00:00
BAD,0.020522,0.9355,194647,Ice Machine,N00092J,KMH-2100SRJZ3,QRSF77655,Hoshizaki - North Carolina,3066,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74559/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/3066/Visit/1/QRSF77655/field_45_photo.jpg?43516,Evap. After Cleaning,2024-08-28 00:00:00
BAD,0.020533,0.8697,211910,Ice Machine,N30181J,KM-160MRJZ3,QRSF73085,CHEDDARS,2215,5.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89098/135678144,https://storage.googleapis.com/filtrex_main_site//rebuild/Cheddars/2215/Visit/5/QRSF73085/field_424_photo.jpg?82810,Ice machine components Re-Assembled,2025-12-12 00:00:00
BAD,0.020546,0.8923,182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,13.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/72828/1109375616,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5611/Visit/13/QRSF58780/field_45_photo.jpg?86650,Evap. After Cleaning,2024-08-13 00:00:00
BAD,0.021018,0.9754,232604,Ice Machine,P30434G,KM-1900SRJZ3,QRSF62600,LONGHORNSTEAKHOUSE,5693,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88269/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5693/Visit/3/QRSF62600/field_282_photo.jpg,Ice Machine Cleaned and Disassembled,2025-10-24 00:00:00
BAD,0.021076,0.9898,232274,Ice Machine,P31417H,KM-2600SRJZ3,QRSF61500,Olive Garden,6512,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/82713/125925120,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6512/Visit/1/QRSF61500/field_442_photo.jpg?32562,Last Error Code Log,2025-10-03 00:00:00
BAD,0.021159,0.9889,232604,Ice Machine,P30434G,KM-1900SRJZ3,QRSF62600,LONGHORNSTEAKHOUSE,5693,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/83350/126912768,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5693/Visit/2/QRSF62600/field_219_photo.jpg?40174,CAir filter rinsing-no air filter,2025-05-07 00:00:00
BAD,0.021364,0.8835,222096,Ice Machine,P21316E,KM2600SRJZ3,QRS216708,Olive Garden,6516,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88624/134937408,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6516/Visit/3/QRS216708/field_313_photo.jpg?61493,"Before evap cleaning,  not accessable",2025-11-19 00:00:00
BAD,0.021384,0.9198,231425,Ice Machine,P21321E,KM-2600SRJ3,QRSF70124,Olive Garden,6511,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88238/134320128,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6511/Visit/2/QRSF70124/field_424_photo.jpg,Ice machine components Re-Assembled,2025-10-10 00:00:00
BAD,0.021512,0.8704,234880,Ice Machine,Q00384A,KM-1601MRJZ3,QRC235263,CHEDDARS,2221,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89760/136665792,https://storage.googleapis.com/filtrex_main_site//rebuild/Cheddars/2221/Visit/3/QRC235263/field_424_photo.jpg?36827,Ice machine components Re-Assembled,2026-01-06 00:00:00
BAD,0.021747,0.9638,232604,Ice Machine,P30434G,KM-1900SRJZ3,QRSF62600,LONGHORNSTEAKHOUSE,5693,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88269/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5693/Visit/3/QRSF62600/field_388_photo.jpg?35252,Ice thickness probe position after adjustment-unit doesn't have ice thickness prob,2025-10-24 00:00:00
